category,count,relative_pct
MINISTERIO DEL TRABAJO NIVEL CENTRAL*/,406,0.0902
MUNICIPIO DE BARBOSA,406,0.0902
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,405,0.09
ESCUELA TALLER CARTAGENA DE INDIAS,405,0.09
INSTITUCION UNIVERSITARIA DE BARRANQUILLA-IUB,404,0.0898
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET,403,0.0896
SUPERVIGILANCIA - MD,401,0.0891
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC EDUCACIÓN//,400,0.0889
ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,400,0.0889
INDEPORTES CUNDINAMARCA,399,0.0887
CANAL CAPITAL,399,0.0887
CORPORACION AUTONOMA REGIONAL DEL CAUCA 12,398,0.0884
SECRETARIA DISTRITAL DE PLANEACION,398,0.0884
ALCALDIA LOCAL DE KENNEDY,397,0.0882
ALCALDIA MUNICIPAL DE LA JAGUA DE IBIRICO,396,0.088
SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO - ALCALDIA BOGOTÁ,394,0.0876
MINISTERIO DE EDUCACION NACIONAL (MEN),393,0.0873
FONDO NACIONAL AMBIENTAL - ANLA,393,0.0873
SERVICIO NACIONAL DE APRENDIZAJE - SENA MAGDALENA,393,0.0873
JEFATURA SALUD FUERZA AEREA,391,0.0869
SANTIAGO DE CALI DISTRITO ESPECIAL- UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE BIENES Y SERVICIOS - CALI,391,0.0869
Municipio de Montenegro--,391,0.0869
SENA REGIONAL TOLIMA 1,390,0.0867
ICBF REGIONAL VALLE DEL CAUCA,388,0.0862
MUNICIPIO DE DUITAMA,386,0.0858
SENA REGIONAL ANTIOQUIA Grupo Administrativo CIAA,385,0.0856
CORPOBOYACA,382,0.0849
ALCALDÍA MUNICIPAL DE CANDELARIA VALLE,382,0.0849
CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,381,0.0847
SECRETARIA GENERAL Y DE CERCANIA AL CIUDADANO,381,0.0847
MUNICIPIO DE EL BAGRE,381,0.0847
AGENCIA NACIONAL DE HIDROCARBUROS**,379,0.0842
SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE SANTA MARTA S.A.S.,378,0.084
ALCALDIA LOCAL DE USAQUEN,377,0.0838
MUNICIPIO DE TOCANCIPA,377,0.0838
IDECUT,377,0.0838
MINJUSTICIA..,376,0.0836
MUNICIPIO DE UBATE,375,0.0833
ICBF REGIONAL ANTIOQUIA,373,0.0829
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE GOBIERNO,371,0.0824
MUNICIPIO DE LA CALERA CUNDINAMARCA,369,0.082
MUNICIPIO EL RETIRO,368,0.0818
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL CARIBE,365,0.0811
DIRECCION DE ANTINARCOTICOS,365,0.0811
MUNICIPIO DE GUARNE,365,0.0811
CORPORACION AUTONOMA REGIONAL DEL MAGDALENA,365,0.0811
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,363,0.0807
PERSONERÍA DE BOGOTA,362,0.0804
MUNICIPIO DE CHIQUINQUIRA+,360,0.08
MINISTERIO DE DEFENSA NACIONAL,359,0.0798
ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,358,0.0796
DIRECCION DE TRANSITO DE BUCARAMANGA,357,0.0793
ALCALDÍA LOCAL DE SUBA,355,0.0789
ANSV,355,0.0789
GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,351,0.078
MINISTERIO DE TRANSPORTE*,347,0.0771
"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",346,0.0769
ALCALDIA MUNICIPAL SAN CARLOS,345,0.0767
CONTRALORIA DE BOGOTA,344,0.0764
CONCEJO MUNICIPAL DE MEDELLIN,341,0.0758
ALCALDIA LOCAL DE FONTIBON,341,0.0758
MUNICIPIO DE PÚERTO ASIS PUTUMAYO,339,0.0753
SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,336,0.0747
ARMADA NACIONAL BASE NAVAL No. 6 ARC BOGOTA,335,0.0744
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,333,0.074
INSTITUTO DEPARTAMENTAL DE BELLAS ARTES,332,0.0738
MASORA,332,0.0738
"INSTITUTO DE HIDROLOGIA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES",331,0.0736
SUPERINTENDENCIA NACIONAL DE SALUD,330,0.0733
SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,330,0.0733
ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES,328,0.0729
SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,328,0.0729
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,327,0.0727
ALCALDIA MUNICIPIO DE PUERTO LOPEZ - META,327,0.0727
INSTITUTO AMAZÓNICO DE INVESTIGACIONES CIENTÍFICAS SINCHI,325,0.0722
INSTITUTO COLOMBIANO PARA LA EVALUACIÓN DE LA EDUCACIÓN - ICFES,324,0.072
ALCALDIA MUNICIPIO DE SAN GIL - SANTANDER,324,0.072
SECRETARIA DISTRITAL DE HACIENDA,323,0.0718
SENA REGIONAL DISTRITO CAPITAL Grupo de Apoyo Administrativo Mixto CSF,322,0.0716
CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA,322,0.0716
ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,321,0.0713
ESCUELA DE FORMACION INPEC,319,0.0709
MUNICIPIO DE SEVILLA,316,0.0702
CORPOCALDAS.,315,0.07
INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE IBAGUE,315,0.07
INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO - IDIGER,314,0.0698
CENTRAL ADMINISTRATIVA ESPECIALIZADA INGENIEROS CENAC INGENIEROS,313,0.0696
GOBVALLE - HACIENDA,312,0.0693
ALCALDIA MUNICIPAL LA TEBAIDA QUINDIO,311,0.0691
ADRES,309,0.0687
PATRIMONIO AUTÓNOMO FONDO NACIONAL DEL TURISMO FONTUR,309,0.0687
SECRETARÍA DE MOVILIDAD CONTEMPORANEA,308,0.0684
FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,307,0.0682
MINISTERIO DE HACIENDA Y CREDITO PUBLICO,307,0.0682
DISPENSARIO MEDICO DE CALI,306,0.068
MUNICIPIO DE LA CEJA,302,0.0671
SENA REGIONAL SUCRE,300,0.0667
MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,300,0.0667
INDERBU,299,0.0664
ESCUELA SUPERIOR DE GUERRA,295,0.0656
POLICIA METROPOLITANA DE BUCARAMANGA,295,0.0656
FONDO ADAPTACIÓN,295,0.0656
UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC1,294,0.0653
SENA DIRECCION GENERAL,294,0.0653
ICBF REGIONAL CAUCA,292,0.0649
ICBF REGIONAL NARIÑO,292,0.0649
INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,291,0.0647
ALCALDIA MUNICIPIO DE APARTADO,291,0.0647
INSTITUTO DISTRITAL DE PROTECCION Y BIENESTAR ANIMAL,289,0.0642
MUNICIPIO DE SEGOVIA,287,0.0638
SECRETARIA GENERAL- GOBERNACION DEL VALLE,286,0.0636
MUNICIPIO DE EL CERRITO.,285,0.0633
INFIBAGUE**,284,0.0631
"COMISIÓN PARA EL ESCLARECIMIENTO DE LA VERDAD, LA CONVIVENCIA Y LA NO REPETICIÓN EN LIQUIDACIÓN",283,0.0629
REGIONAL DE ASEGURAMIENTO EN SALUD No 3,282,0.0627
DIRECCIÓN DE SANIDAD EJÉRCITO1,282,0.0627
SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo,282,0.0627
CORPOURABA,282,0.0627
CONCEJO DISTRITAL DE SANTIAGO DE CALI,279,0.062
ARTESANIAS DE COLOMBIA S.A,278,0.0618
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,278,0.0618
